t_index	term	df
8128	outing	1
8129	outlast	4
8130	outlaw	9
8131	outlay	1
8132	outlet	4
8133	outli	1
8134	outlin	9
8135	outliv	1
8136	outmaneuv	3
8137	outmod	1
8138	outnumb	3
8139	outofst	2
8140	outplay	1
8141	outpol	16
8142	outpost	1
8143	outpour	5
8144	output	2
8145	outrag	23
8146	outrais	1
8147	outreach	1
8148	outright	23
8149	outserv	1
8150	outset	4
8151	outsid	223
8152	outskirt	4
8153	outsmart	3
8154	outspend	1
8155	outspent	3
8156	outspoken	4
8157	outstand	2
8158	outster	1
8159	outstrip	1
8160	outtara	1
8161	outvot	1
8162	outward	3
8163	outwardli	1
8164	outweigh	2
8165	oval	5
8166	ovat	1
8167	overabund	1
8168	overal	7
8169	overbil	1
8170	overboard	2
8171	overcam	8
8172	overcom	14
8173	overconfid	3
8174	overcrowd	1
8175	overdo	1
8176	overdu	1
8177	overec	1
8178	overestim	1
8179	overextend	4
8180	overflow	4
8181	overh	1
8182	overhaul	4
8183	overhead	19
8184	overjoy	1
8185	overlap	1
8186	overli	2
8187	overload	3
8188	overlook	8
8189	overnight	26
8190	overpaid	1
8191	overpow	22
8192	overreact	1
8193	overrid	3
8194	overrul	1
8195	overrun	2
8196	oversaw	6
8197	overse	32
8198	oversea	29
8199	overshadow	13
8200	oversight	1
8201	overst	2
8202	overstay	1
8203	overstep	1
8204	overt	3
8205	overtak	2
8206	overtaken	1
8207	overthrew	6
8208	overthrow	10
8209	overthrown	6
8210	overtim	3
8211	overtli	1
8212	overton	1
8213	overtook	1
8214	overtur	2
8215	overturff	5
8216	overturn	17
8217	overwhelm	27
8218	overwhelmingli	2
8219	overwrought	1
8220	overzeal	2
8221	owen	10
8222	owner	21
8223	ownership	1
8224	oxfam	2
8225	oxygen	1
8226	oyanguren	1
8227	pabl	2
8228	pac	1
8229	pace	11
8230	pacif	21
8231	pack	34
8232	packag	4
8233	pact	9
8234	paddi	18
8235	paddl	1
8236	padella	1
8237	padlock	1
8238	pae	3
8239	page	32
8240	pageantri	2
8241	pager	1
8242	paid	35
8243	paig	1
8244	pain	40
8245	painstak	3
8246	painstakingli	3
8247	paint	13
8248	painter	1
8249	pair	21
8250	pajama	1
8251	pajoli	2
8252	pakistan	51
8253	pakistani	10
8254	palac	37
8255	palacio	2
8256	palanka	3
8257	pale	2
8258	palestin	13
8259	palestinian	111
8260	palestinianisra	4
8261	palestinianyemeni	1
8262	pall	2
8263	pallbear	1
8264	palm	4
8265	palmer	14
8266	palmsiz	1
8267	paltri	1
8268	pamper	1
8269	pamphlet	3
8270	pan	8
8271	panama	38
8272	panamanian	1
8273	panamerican	4
8274	panamericana	1
8275	panchal	1
8276	pandya	28
8277	paneagua	3
8278	panel	23
8279	paniagua	113
8280	panic	17
8281	panick	8
8282	panicstricken	1
8283	pant	1
8284	pantap	1
8285	panther	1
8286	pantsuit	1
8287	paola	3
8288	papandr	4
8289	paper	28
8290	paperwork	2
8291	parachut	1
8292	parad	31
8293	paradigm	1
8294	paradox	1
8295	parafinanci	2
8296	paraguay	3
8297	parallel	6
8298	paralys	1
8299	paralyz	1
8300	paramed	2
8301	paramilitari	12
8302	paranoia	3
8303	paranoiac	1
8304	paraphras	1
8305	parapleg	2
8306	parapolic	2
8307	parascientif	1
8308	pardon	401
8309	parent	71
8310	pari	9
8311	pariah	5
8312	parikh	2
8313	parishion	3
8314	park	102
8315	parlanc	3
8316	parlett	1
8317	parliament	183
8318	parliamentari	7
8319	parliamentarian	1
8320	parlor	1
8321	parmar	1
8322	parodi	1
8323	parol	32
8324	parth	2
8325	parti	505
8326	partial	12
8327	particip	68
8328	particular	35
8329	particularli	46
8330	partisan	6
8331	partisanship	2
8332	partit	2
8333	partli	11
8334	partner	51
8335	partnership	5
8336	parvail	1
8337	pasariavich	1
8338	pascagoula	6
8339	pascual	2
8340	paso	14
8341	pasriavach	4
8342	pasriavich	1
8343	pasricha	2
8344	pass	91
8345	passag	7
8346	passageway	2
8347	passeng	5
8348	passion	12
8349	passiv	2
8350	passport	12
8351	past	175
8352	pasta	1
8353	pastim	1
8354	pastri	7
8355	pastur	1
8356	pat	13
8357	pataki	1
8358	patch	4
8359	patel	20
8360	patera	1
8361	patern	2
8362	path	18
8363	pathway	2
8364	patienc	6
8365	patient	19
8366	patriarch	1
8367	patricia	8
8368	patrick	59
8369	patriot	4
8370	patrol	23
8371	patron	1
8372	patronag	2
8373	patt	1
8374	patten	7
8375	pattern	13
8376	patti	6
8377	paubl	1
8378	pauciti	1
8379	paul	28
8380	paula	2
8381	pauli	2
8382	paus	9
8383	paval	1
8384	pave	7
8385	pavel	13
8386	pavelo	1
8387	pavement	4
8388	pavkov	14
8389	pavl	1
8390	pay	60
8391	payback	1
8392	paycheck	2
8393	payment	14
8394	payn	2
8395	payout	1
8396	payton	1
8397	pb	3
8398	pcp	2
8399	pdci	8
8400	peac	174
8401	peacekeep	8
8402	peacemak	2
8403	peacetre	2
8404	peachcolor	1
8405	peak	1
8406	pearl	1
8407	pearland	4
8408	peas	3
8409	peasant	4
8410	peddl	11
8411	peddler	2
8412	pedestrian	3
8413	pedro	3
8414	peduca	1
8415	peek	1
8416	peer	3
8417	pejor	1
8418	pelev	1
8419	pelki	15
8420	pelt	4
8421	peltier	59
8422	pelvi	1
8423	pen	4
8424	pena	1
8425	penal	7
8426	penalti	29
8427	pencil	1
8428	pend	13
8429	penetr	7
8430	peng	2
8431	peninsula	52
8432	penitentiari	3
8433	penn	3
8434	pennsylvania	35
8435	pension	3
8436	pent	1
8437	pentag	1
8438	pentagon	256
8439	peopl	1332
8440	pepper	3
8441	perceiv	12
8442	percent	222
8443	percentag	16
8444	percept	4
8445	perch	6
8446	percol	1
8447	perdu	3
8448	perelman	2
8449	perez	29
8450	perezpena	1
8451	perfect	14
8452	perfectli	3
8453	perform	33
8454	pergram	2
8455	peril	5
8456	perimet	2
8457	period	50
8458	peripher	1
8459	peris	3
8460	perish	9
8461	perjuri	8
8462	perk	1
8463	perman	15
8464	permiss	4
8465	permit	21
8466	perpetr	10
8467	perpetu	1
8468	persecut	15
8469	persever	3
8470	persian	92
8471	persiangulf	2
8472	persist	10
8473	person	146
8474	personifi	2
8475	personnel	68
8476	perspect	10
8477	persuad	29
8478	persuas	1
8479	pertain	1
8480	peru	286
8481	peruano	1
8482	perufujimori	1
8483	perus	1
8484	peruvian	121
8485	peruvianborn	1
8486	pervas	1
8487	pervers	1
8488	pervez	4
8489	peshawar	1
8490	pessag	3
8491	pessim	2
8492	pessimist	1
8493	pet	2
8494	pete	50
8495	peter	33
8496	petersberg	1
8497	petersburg	11
8498	petersen	2
8499	peterson	20
8500	petier	1
8501	petit	22
8502	petn	1
8503	petrova	1
8504	petti	6
8505	pew	2
8506	pezzor	2
8507	pham	3
8508	pharmaceut	4
8509	pharmaci	2
8510	phase	8
8511	phasedarray	1
8512	phenomenon	4
8513	pherchevia	1
8514	phieu	14
8515	phil	2
8516	philadelphia	4
8517	philanthrop	3
8518	philanthropi	7
8519	philanthropist	1
8520	philharmon	2
8521	philip	13
8522	philippin	4
8523	phillip	2
8524	philosophi	3
8525	phoenix	3
8526	phone	80
8527	phonein	3
8528	phonet	1
8529	phoni	2
8530	photo	29
8531	photograph	26
8532	phrase	7
8533	phylli	1
8534	physic	33
8535	physician	5
8536	pick	67
8537	pickax	1
8538	picket	5
8539	pickup	10
8540	picnic	4
8541	picnicstyl	1
8542	pictur	49
8543	picturetak	1
8544	piec	50
8545	piecem	1
8546	pier	8
8547	pierc	11
8548	pierr	1
8549	pietropaoli	1
8550	pig	5
8551	piggyback	3
8552	pike	1
8553	pile	30
8554	pilfer	1
8555	pilgrim	2
8556	pillar	16
8557	pillori	3
8558	pillow	1
8559	pillowcas	1
8560	pilot	47
8561	pin	9
8562	pincu	4
8563	pine	11
8564	pink	4
8565	pinkish	1
8566	pinochet	1
8567	pinpoint	2
8568	piolin	7
8569	pioneer	2
8570	pipe	7
8571	pipelin	6
8572	piper	1
8573	pistol	8
8574	pit	17
8575	pitch	8
8576	pitchblack	1
8577	pitkowski	2
8578	pittman	2
8579	pittsburg	2
8580	pittsburgh	5
8581	pivot	6
8582	pizza	3
8583	pj	11
8584	placard	2
8585	placardwav	2
8586	placat	2
8587	place	305
8588	plagu	10
8589	plain	8
8590	plainli	1
8591	plaintiff	1
8592	plaintiv	2
8593	plan	369
8594	planc	1
8595	plane	222
8596	planeload	9
8597	planner	2
8598	plant	19
8599	plantat	4
8600	planter	1
8601	plaster	2
8602	plastic	34
8603	plate	13
8604	plateau	3
8605	platform	22
8606	platt	2
8607	play	305
8608	player	101
8609	playoff	1
8610	playwright	2
8611	plaza	2
8612	plead	59
8613	pleasur	8
8614	plebiscit	2
8615	pled	2
8616	pledg	87
8617	plenti	7
8618	pli	1
8619	plight	3
8620	plot	29
8621	plotnikov	6
8622	plotter	2
8623	plow	2
8624	ploy	1
8625	plu	20
8626	pluck	3
8627	plug	2
8628	plum	5
8629	plume	3
8630	plummet	6
8631	plung	15
8632	plural	1
8633	plush	1
8634	plust	1
8635	pm	83
8636	pneumat	2
8637	pock	1
8638	pocket	23
8639	pocketbook	1
8640	podesta	2
8641	podgarica	1
8642	podgorica	5
8643	podium	3
8644	poet	1
8645	poignanc	1
8646	poignant	6
8647	point	356
8648	pointblank	1
8649	pointedli	1
8650	pointless	2
8651	pois	6
8652	poison	8
8653	poke	2
8654	poker	1
8655	poland	4
8656	polar	2
8657	pole	7
8658	polic	564
8659	policeman	15
8660	policemen	16
8661	polici	146
8662	policymak	3
8663	polish	3
8664	polit	494
8665	politburo	1
8666	politi	1
8667	politic	3
8668	politica	2
8669	politician	52
8670	politika	11
8671	poll	162
8672	pollard	10
8673	pollincen	1
8674	pollster	4
8675	pollut	7
8676	polo	1
8677	pomp	1
8678	pompfil	1
8679	ponchevo	2
8680	poncho	4
8681	ponder	2
8682	pondicherri	2
8683	pontiac	1
8684	ponytail	5
8685	pooh	2
8686	poohpooh	1
8687	pool	13
8688	poor	25
8689	poorer	2
8690	poorest	4
8691	poorli	6
8692	pop	1
8693	popcultur	1
8694	pope	453
8695	popov	6
8696	popul	63
8697	popular	127
8698	popularli	1
8699	populist	9
8700	por	1
8701	porch	2
8702	porou	1
8703	porridg	1
8704	port	337
8705	portabl	2
8706	portbas	3
8707	porter	3
8708	porterag	3
8709	portion	13
8710	portland	7
8711	portman	1
8712	portrait	5
8713	portray	12
8714	portsid	5
8715	portsmouth	5
8716	portuguesespeak	5
8717	pose	25
8718	posh	2
8719	posit	125
8720	possess	18
8721	possibl	306
8722	post	84
8723	postal	2
8724	postcard	1
8725	postcold	1
8726	postcommunist	1
8727	postdeb	3
8728	postdisast	1
8729	postdispatch	5
8730	postelect	4
8731	poster	11
8732	postfox	1
8733	posthum	7
8734	postindepend	1
8735	postmatch	2
8736	postmilosev	1
8737	postmortem	3
8738	postpon	17
8739	postquak	2
8740	postsoviet	1
8741	postspeech	1
8742	posttito	1
8743	posttourna	1
8744	posttraumat	4
8745	postur	4
8746	postwar	2
8747	pot	2
8748	potato	1
8749	potatopeel	1
8750	potent	3
8751	potenti	59
8752	pothol	2
8753	potray	1
8754	potter	2
8755	pouch	2
8756	poultri	2
8757	pounc	1
8758	pound	28
8759	pour	44
8760	povel	1
8761	poverti	21
8762	povertystricken	1
8763	pow	13
8764	powel	12
8765	power	626
8766	powerbrok	1
8767	powerhous	1
8768	powerless	2
8769	powmia	10
8770	poynter	1
8771	pozarevac	7
8772	practic	40
8773	praddo	1
8774	pradeep	1
8775	pradesh	4
8776	pragmat	5
8777	pragna	1
8778	pragu	1
8779	prais	31
8780	prakash	3
8781	pramod	1
8782	prankster	1
8783	prateek	2
8784	pratt	2
8785	pravda	1
8786	pray	26
8787	prayer	23
8788	preach	3
8789	precari	2
8790	precaut	40
8791	precautionari	6
8792	preced	10
8793	precinct	5
8794	preciou	4
8795	precipit	3
8796	precis	20
8797	preclud	1
8798	precondit	3
8799	predat	3
8800	predawn	4
8801	predecessor	10
8802	predgrag	4
8803	predica	1
8804	predict	60
8805	predominantli	1
8806	predrag	1
8807	preelect	3
8808	preempt	1
8809	prefabr	1
8810	prefer	19
8811	pregam	1
8812	pregnanc	1
8813	pregnant	5
8814	prejud	2
8815	prejudg	2
8816	prejudic	2
8817	preliminari	25
8818	prelud	2
8819	prematur	6
8820	premedit	6
8821	premis	2
8822	premium	1
8823	premonit	1
8824	preoccupi	2
8825	preordain	2
8826	prepackag	1
8827	prepar	144
8828	preparatori	1
8829	preplan	4
8830	preposit	2
8831	prerog	2
8832	presag	3
8833	prescrib	3
8834	prescript	11
8835	presenc	43
8836	present	69
8837	preserv	13
8838	presevo	1
8839	presid	1865
8840	presiden	1
8841	presidentelect	35
8842	presidenti	328
8843	press	140
8844	pressman	1
8845	pressur	90
8846	prestig	1
8847	prestigi	1
8848	presum	40
8849	presumpt	1
8850	preteen	1
8851	pretend	5
8852	pretext	2
8853	pretti	51
8854	prevail	24
8855	prevent	69
8856	preview	2
8857	previou	35
8858	previous	30
8859	pri	15
8860	prianka	1
8861	pribicev	1
8862	price	31
8863	pricefix	1
8864	pricey	1
8865	pride	14
8866	priest	15
8867	primari	20
8868	primarili	1
8869	prime	151
8870	primit	1
8871	princ	13
8872	princeton	3
8873	princip	6
8874	principl	21
8875	prinosil	6
8876	print	5
8877	prior	15
8878	prioriti	47
8879	priscilla	1
8880	prisilla	1
8881	prison	475
8882	prissila	1
8883	pristavkin	6
8884	pristina	9
8885	privaci	4
8886	privat	66
8887	privatesector	1
8888	privi	1
8889	privileg	9
8890	priyanka	1
8891	prize	15
8892	pro	7
8893	proactiv	2
8894	probabl	75
8895	probat	7
8896	probe	36
8897	probiti	1
8898	problem	145
8899	problemat	4
8900	proce	5
8901	procedur	38
8902	proceed	27
8903	process	132
8904	procession	2
8905	proclaim	18
8906	procrimin	2
8907	prod	2
8908	prodemocraci	20
8909	prodemocrat	1
8910	prodigi	1
8911	produc	41
8912	product	17
8913	prof	1
8914	profess	2
8915	profession	16
8916	professor	54
8917	professori	1
8918	profil	34
8919	profit	13
8920	profootbal	1
8921	profound	3
8922	progbagbo	1
8923	progeni	1
8924	progenitor	1
8925	progovern	2
8926	program	78
8927	progress	47
8928	prohibit	7
8929	proiraqi	1
8930	proisrael	2
8931	project	33
8932	projectil	1
8933	prokremlin	1
8934	prokuplj	1
8935	prolifer	1
8936	prolong	8
8937	promila	3
8938	promilosev	16
8939	promin	25
8940	promis	126
8941	promot	30
8942	prompt	48
8943	promptli	4
8944	prone	3
8945	pronounc	16
8946	proof	11
8947	proouattara	2
8948	prop	2
8949	propag	1
8950	propaganda	23
8951	propalestinian	4
8952	prope	5
8953	propel	6
8954	propens	1
8955	proper	14
8956	properli	7
8957	properti	12
8958	prophet	3
8959	propon	2
8960	proport	3
8961	proportion	1
8962	propos	39
8963	proposit	7
8964	proprietor	1
8965	propuls	8
8966	proscrib	2
8967	prosecut	42
8968	prosecutor	96
8969	prospect	26
8970	prosper	30
8971	prosperi	3
8972	prostat	3
8973	prote	1
8974	protect	114
8975	protectionist	1
8976	protector	2
8977	protest	280
8978	protestor	10
8979	protic	3
8980	protract	5
8981	proud	16
8982	proudli	2
8983	prove	52
8984	proven	12
8985	provid	128
8986	providian	1
8987	provinc	35
8988	provis	7
8989	provision	4
8990	provoc	4
8991	provok	16
8992	prow	1
8993	prowestern	8
8994	prowl	1
8995	proxi	4
8996	prudenc	2
8997	prudent	6
8998	psychiatrist	1
8999	psychic	6
9000	psycholog	4
9001	psychologist	4
9002	psychosi	1
9003	ptt	1
9004	public	217
9005	publicist	1
9006	publicli	29
9007	publictransport	2
9008	publish	37
9009	puddl	1
9010	pueblo	2
9011	puerto	3
9012	puff	1
9013	puffedup	2
9014	pug	1
9015	pull	168
9016	pulpit	1
9017	puls	6
9018	pulver	1
9019	pumahambo	1
9020	pummel	1
9021	pump	13
9022	pumpkincolor	1
9023	punch	12
9024	punctuat	6
9025	punctur	9
9026	puni	1
9027	punish	61
9028	punit	2
9029	puppet	7
9030	purchas	23
9031	purdum	1
9032	pure	7
9033	purebr	2
9034	purg	3
9035	purif	4
9036	purifi	1
9037	purist	1
9038	puritan	1
9039	puriti	1
9040	purpl	4
9041	purport	1
9042	purpos	23
9043	purs	1
9044	pursu	49
9045	pursuit	1
9046	push	85
9047	pushpol	1
9048	putaway	1
9049	putin	213
9050	putsch	7
9051	puttputtputt	1
9052	puzzl	8
9053	pyno	1
9054	pyongyang	1
9055	pyramid	1
9056	pyre	14
9057	qaeda	3
9058	qaida	1
9059	qatar	28
9060	qazi	1
9061	quak	252
9062	quakecrippl	1
9063	quakedamag	1
9064	quakeravag	1
9065	quakestricken	1
9066	quaketrigg	3
9067	qualif	4
9068	qualifi	21
9069	qualiti	7
9070	quang	3
9071	quantit	1
9072	quantiti	7
9073	quantum	5
9074	quarantin	1
9075	quarrelsom	2
9076	quarten	1
9077	quarter	32
9078	quarterback	1
9079	quartercenturi	1
9080	quarterdeck	3
9081	quarterfin	33
9082	quarterfinalist	4
9083	quartermil	1
9084	quartet	1
9085	quash	1
9086	quasi	1
9087	qud	3
9088	queen	4
9089	quell	4
9090	queri	1
9091	quest	1
9092	question	339
9093	questionandansw	4
9094	queue	1
9095	quick	40
9096	quicker	4
9097	quickey	1
9098	quickli	86
9099	quickrespons	1
9100	quid	1
9101	quiet	14
9102	quieter	2
9103	quietli	13
9104	quietud	1
9105	quigley	15
9106	quill	2
9107	quinci	3
9108	quinn	25
9109	quip	1
9110	quit	72
9111	quiver	1
9112	quiz	3
9113	quizz	1
9114	quo	1
9115	quorum	2
9116	quot	50
9117	quotat	1
9118	quotear	1
9119	quotient	1
9120	quow	1
9121	quran	2
9122	rabitah	2
9123	racak	1
9124	race	259
9125	racebait	1
9126	racial	17
9127	racicot	2
9128	racism	1
9129	racist	1
9130	rack	2
9131	racket	40
9132	rackham	1
9133	rad	3
9134	radar	13
9135	radardeflect	1
9136	radavan	1
9137	raddatz	2
9138	rade	2
9139	radford	2
9140	radiat	3
9141	radic	32
9142	radicor	1
9143	radio	104
9144	radioact	1
9145	radioprograma	7
9146	radoman	3
9147	radov	2
9148	radovan	3
9149	rafael	2
9150	rafiq	1
9151	raft	4
9152	rafter	76
9153	raftogi	3
9154	rag	6
9155	rage	12
9156	rahman	3
9157	raid	11
9158	rail	2
9159	railroad	5
9160	railway	6
9161	rain	31
9162	raincoat	2
9163	raini	8
9164	rainsoak	1
9165	rainstain	1
9166	rainstorm	2
9167	rais	115
9168	raj	2
9169	rajan	1
9170	rajasthan	4
9171	rajat	3
9172	rajendrakumar	2
9173	rajesh	4
9174	rala	1
9175	ralli	195
9176	ralph	12
9177	ram	14
9178	rama	4
9179	ramadan	4
9180	ramallah	7
9181	rambhai	3
9182	rambo	60
9183	ramesh	3
9184	ramirez	13
9185	ramiy	1
9186	ramo	1
9187	ramp	8
9188	rampag	6
9189	rampal	9
9190	rampant	10
9191	ramshackl	1
9192	ramstein	29
9193	ran	43
9194	ranad	3
9195	ranch	3
9196	rancher	1
9197	rancor	3
9198	rand	1
9199	randi	21
9200	random	6
9201	rang	47
9202	rangel	1
9203	ranger	1
9204	rank	44
9205	rann	1
9206	ransom	3
9207	rap	2
9208	rape	13
9209	rapid	11
9210	rapidli	15
9211	rapist	15
9212	rapproch	4
9213	raquel	2
9214	rare	58
9215	rarer	1
9216	rariti	1
9217	rariz	2
9218	rash	1
9219	rashad	1
9220	rashid	2
9221	rasik	1
9222	rate	15
9223	rathod	1
9224	ratif	2
9225	ratifi	4
9226	ration	5
9227	rational	2
9228	ratko	2
9229	ratliff	1
9230	ratnal	1
9231	ratnalaswami	1
9232	rattl	8
9233	raucou	4
9234	ravag	11
9235	raven	6
9236	ravenel	2
9237	ravin	5
9238	raw	3
9239	rawalpindi	1
9240	ray	14
9241	raymond	6
9242	raznatov	1
9243	razor	2
9244	razorthin	1
9245	razzano	6
9246	rcalif	1
9247	rdr	10
9248	reach	211
9249	reachabl	4
9250	react	9
9251	reaction	18
9252	reactionari	1
9253	reactor	8
9254	reader	3
9255	readi	63
9256	reaffirm	4
9257	reagan	9
9258	real	85
9259	realist	4
9260	realiti	20
9261	realiz	34
9262	realli	154
9263	reappear	2
9264	rear	40
9265	rearrest	1
9266	reason	116
9267	reassert	2
9268	reassess	1
9269	reassum	1
9270	reassur	6
9271	rebecca	1
9272	rebel	24
9273	rebelli	1
9274	rebellion	7
9275	rebirth	1
9276	rebound	7
9277	rebroadcast	2
9278	rebuf	1
9279	rebuff	1
9280	rebuild	26
9281	rebuilt	1
9282	rebuk	3
9283	reburi	3
9284	rebutt	1
9285	recal	18
9286	recalcitr	1
9287	recant	8
9288	recap	1
9289	recaptur	6
9290	reced	4
9291	receipt	7
9292	receiv	159
9293	recent	183
9294	recept	6
9295	receptionist	2
9296	recess	1
9297	recipi	4
9298	recit	1
9299	reckon	5
9300	reclaim	6
9301	reclus	3
9302	recogn	60
9303	recognit	5
9304	recomm	1
9305	recommend	57
9306	recon	1
9307	reconcil	1
9308	reconcili	30
9309	reconnaiss	2
9310	reconsid	2
9311	reconstitut	2
9312	reconstruct	9
9313	record	102
9314	recordbreak	1
9315	recordset	2
9316	recount	33
9317	recov	202
9318	recoveri	64
9319	recreat	10
9320	recrimin	1
9321	recruit	15
9322	rectifi	1
9323	rector	1
9324	recuper	3
9325	recur	2
9326	recurr	5
9327	redandwhit	1
9328	redcarpet	2
9329	reded	1
9330	redeem	2
9331	redefin	2
9332	redempt	1
9333	redesign	1
9334	redesignwo	1
9335	redey	4
9336	redford	1
9337	redhand	1
9338	redhot	1
9339	rediscov	1
9340	redistrict	1
9341	redlett	1
9342	redress	1
9343	redskin	1
9344	reduc	31
9345	reduct	2
9346	reebok	1
9347	reeca	1
9348	reeduc	3
9349	reeker	12
9350	reel	1
9351	reelect	47
9352	reemerg	3
9353	reenerg	1
9354	reengag	1
9355	reenlist	2
9356	reenter	5
9357	reestablish	1
9358	reev	1
9359	reevalu	1
9360	reexamin	3
9361	refer	73
9362	referendum	9
9363	refin	1
9364	refineri	4
9365	refit	2
9366	reflag	1
9367	reflect	39
9368	reflex	1
9369	reform	68
9370	reformmind	2
9371	refrain	3
9372	refresh	2
9373	refriger	2
9374	refuel	244
9375	refug	7
9376	refuge	15
9377	refugeeprocess	1
9378	refund	1
9379	refurbish	1
9380	refus	141
9381	refut	3
9382	regain	13
9383	regalia	2
9384	regalla	3
9385	regard	41
9386	regardless	7
9387	regga	2
9388	regim	96
9389	region	238
9390	regist	36
9391	registr	8
9392	registri	2
9393	regret	17
9394	regroup	5
9395	regul	13
9396	regular	14
9397	regularli	4
9398	regulatori	1
9399	rehabilit	6
9400	rehears	2
9401	rehir	1
9402	rehnquist	3
9403	reicher	2
9404	reichstag	2
9405	reign	11
9406	reignit	1
9407	reimpos	1
9408	reincarn	1
9409	reinforc	19
9410	reingrati	2
9411	reinstat	2
9412	reinstitut	1
9413	reintegr	5
9414	reiter	8
9415	reject	75
9416	rejoic	5
9417	rejoin	2
9418	rekanlt	1
9419	rel	95
9420	relat	156
9421	relationship	54
9422	relax	13
9423	relay	6
9424	relearn	1
9425	releas	222
9426	relent	1
9427	relentless	5
9428	relev	6
9429	reli	10
9430	reliabl	2
9431	relianc	3
9432	relief	116
9433	reliev	10
9434	religi	40
9435	religion	10
9436	relinquish	8
9437	relish	2
9438	reliv	3
9439	reloc	1
9440	reluct	15
9441	reluctantli	2
9442	remain	514
9443	remaind	6
9444	remak	1
9445	remark	44
9446	rematch	6
9447	remedi	1
9448	rememb	59
9449	remembr	2
9450	remind	28
9451	reminisc	2
9452	remiss	13
9453	remnant	3
9454	remors	2
9455	remot	22
9456	remotest	2
9457	remov	97
9458	renaiss	2
9459	renam	4
9460	render	9
9461	rendero	2
9462	rendezv	2
9463	renew	18
9464	renna	1
9465	reno	10
9466	renomin	1
9467	renounc	5
9468	renown	1
9469	rent	12
9470	rental	1
9471	reoccur	1
9472	reopen	10
9473	reorgan	2
9474	rep	84
9475	repackag	1
9476	repaid	2
9477	repaint	1
9478	repair	58
9479	repatri	7
9480	repay	4
9481	repeal	1
9482	repeat	33
9483	repeatedli	29
9484	repel	9
9485	repent	5
9486	repetit	1
9487	replac	55
9488	replay	1
9489	replet	1
9490	repli	22
9491	replic	1
9492	repor	1
9493	report	736
9494	reportedli	29
9495	repres	84
9496	represent	3
9497	repress	11
9498	repriev	1
9499	repris	6
9500	republ	88
9501	republican	432
9502	republicancontrol	1
9503	republika	1
9504	repudi	1
9505	repuls	3
9506	reput	31
9507	reputedli	4
9508	request	78
9509	requir	93
9510	rerout	1
9511	rerun	4
9512	reschedul	1
9513	rescu	261
9514	rescuer	85
9515	research	31
9516	resembl	6
9517	resent	15
9518	reserv	24
9519	resettl	1
9520	reshap	3
9521	resid	134
9522	residenti	12
9523	residu	8
9524	resign	239
9525	resili	6
9526	resist	34
9527	resolut	22
9528	resolv	40
9529	reson	1
9530	resort	25
9531	resound	2
9532	resourc	11
9533	resourcerich	2
9534	respect	66
9535	respir	2
9536	respiratori	2
9537	responbl	1
9538	respond	60
9539	respons	281
9540	ressam	1
9541	restart	2
9542	restat	1
9543	restaur	12
9544	restitut	5
9545	restiv	3
9546	restless	1
9547	restock	1
9548	restor	66
9549	restrain	4
9550	restraint	3
9551	restrict	18
9552	result	205
9553	resum	33
9554	resumpt	2
9555	resurfac	5
9556	resurg	4
9557	resurrect	2
9558	resuscit	1
9559	retail	2
9560	retain	21
9561	retak	10
9562	retali	43
9563	retaliatori	4
9564	retard	1
9565	retherford	2
9566	rethink	2
9567	retic	1
9568	retinu	1
9569	retir	149
9570	retire	1
9571	retrac	1
9572	retract	14
9573	retractableroof	1
9574	retractor	1
9575	retrain	1
9576	retreat	16
9577	retrial	2
9578	retribut	2
9579	retriev	32
9580	retrospect	6
9581	return	331
9582	returne	2
9583	reunif	1
9584	reunion	2
9585	reunit	5
9586	reuter	3
9587	reveal	39
9588	revel	10
9589	reveng	13
9590	revenu	2
9591	reverber	1
9592	revers	26
9593	revert	1
9594	review	90
